DentistName,LicenseNumber,Specialization,Cabinet,PatientName,InsuranceNumber,PatientPhone,AppointmentDate,Status
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_703,INS-68241,+380505396764,2026-04-15 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_704,INS-92362,+380505358462,2026-04-02 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_705,INS-82265,+380502254200,2026-04-28 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_706,INS-11967,+380506672219,2026-04-02 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_707,INS-34435,+380501544393,2026-04-14 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_708,INS-55553,+380507425667,2026-05-17 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_709,INS-91475,+380505596355,2026-05-25 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_710,INS-18431,+380509855505,2026-04-12 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_711,INS-69880,+380508365798,2026-05-13 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_712,INS-80732,+380507034857,2026-05-19 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_713,INS-48549,+380503848237,2026-05-08 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_714,INS-67715,+380501183937,2026-05-16 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_715,INS-79481,+380503964473,2026-05-22 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_716,INS-73195,+380509421932,2026-04-30 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_717,INS-68981,+380504997952,2026-05-21 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_718,INS-31596,+380501011370,2026-04-03 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_719,INS-40752,+380501738102,2026-04-02 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_720,INS-58090,+380506421883,2026-05-24 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_721,INS-55396,+380506056449,2026-05-15 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_722,INS-59515,+380507529286,2026-05-02 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_723,INS-81686,+380509332363,2026-04-02 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_724,INS-69920,+380505344491,2026-05-09 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_725,INS-86774,+380505363891,2026-04-05 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_726,INS-77938,+380509444611,2026-03-28 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_727,INS-25576,+380504084970,2026-04-17 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_728,INS-46376,+380508905950,2026-05-26 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_729,INS-48229,+380507529149,2026-03-31 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_730,INS-68341,+380508080726,2026-04-27 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_731,INS-67570,+380502206573,2026-05-21 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_732,INS-64479,+380502687277,2026-05-16 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_733,INS-40944,+380508228302,2026-04-29 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_734,INS-68495,+380503733460,2026-05-05 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_735,INS-96276,+380504207389,2026-04-28 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_736,INS-26228,+380508271965,2026-04-22 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_737,INS-62077,+380503548662,2026-05-15 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_738,INS-47347,+380506736167,2026-05-19 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_739,INS-50333,+380506393792,2026-05-10 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_740,INS-18209,+380504129397,2026-05-26 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_741,INS-91435,+380508182955,2026-05-20 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_742,INS-80909,+380504552319,2026-04-20 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_743,INS-75827,+380506059617,2026-04-09 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_744,INS-54258,+380501654454,2026-05-17 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_745,INS-89562,+380506506803,2026-05-22 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_746,INS-17282,+380504146328,2026-04-11 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_747,INS-11185,+380501511051,2026-05-26 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_748,INS-58886,+380507794327,2026-05-10 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_749,INS-22256,+380509048125,2026-05-21 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_750,INS-30875,+380503456038,2026-05-15 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_751,INS-16376,+380501183331,2026-04-25 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_752,INS-37064,+380508588247,2026-05-06 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_753,INS-72873,+380504426420,2026-04-17 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_754,INS-61469,+380507246098,2026-03-30 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_755,INS-52615,+380502276534,2026-05-24 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_756,INS-51276,+380506760981,2026-04-22 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_757,INS-92341,+380509532794,2026-05-04 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_758,INS-53174,+380504221064,2026-04-07 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_759,INS-75524,+380505028334,2026-04-11 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_760,INS-46853,+380506845343,2026-05-06 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_761,INS-12297,+380506268880,2026-04-12 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_762,INS-19712,+380503107825,2026-04-05 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_763,INS-19371,+380505983288,2026-05-09 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_764,INS-69570,+380506185521,2026-04-29 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_765,INS-56685,+380506814523,2026-04-18 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_766,INS-92441,+380506099260,2026-04-13 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_767,INS-47533,+380508714825,2026-04-27 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_768,INS-63490,+380509660402,2026-05-20 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_769,INS-68529,+380506907338,2026-05-08 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_770,INS-21969,+380504113411,2026-04-16 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_771,INS-24700,+380506070130,2026-05-04 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_772,INS-42446,+380501620994,2026-05-03 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_773,INS-59701,+380504318404,2026-04-03 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_774,INS-47755,+380507964167,2026-04-03 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_775,INS-24892,+380506776516,2026-04-27 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_776,INS-48267,+380505693651,2026-04-25 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_777,INS-65039,+380509717035,2026-04-27 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_778,INS-95647,+380509946622,2026-05-16 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_779,INS-28391,+380501135774,2026-04-22 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_780,INS-73700,+380509494572,2026-04-05 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_781,INS-92240,+380509487373,2026-03-30 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_782,INS-89297,+380505539626,2026-05-08 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_783,INS-95656,+380504608523,2026-04-21 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_784,INS-12852,+380505832888,2026-04-29 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_785,INS-32285,+380502732931,2026-05-15 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_786,INS-89121,+380506393296,2026-04-01 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_787,INS-16084,+380504845741,2026-05-09 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_788,INS-63990,+380509834914,2026-04-21 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_789,INS-59542,+380503306736,2026-04-14 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_790,INS-26845,+380501880190,2026-05-01 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_791,INS-77411,+380509216868,2026-04-26 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_792,INS-28230,+380506588931,2026-04-04 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_793,INS-84082,+380505507823,2026-05-25 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_794,INS-22911,+380502787179,2026-04-24 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_795,INS-83916,+380501521172,2026-04-27 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_796,INS-30212,+380505992101,2026-05-11 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_797,INS-72213,+380505884027,2026-04-11 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_798,INS-73941,+380504727752,2026-04-30 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_799,INS-79563,+380507562919,2026-04-15 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_800,INS-64439,+380506971189,2026-04-11 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_801,INS-15503,+380507210657,2026-05-16 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_802,INS-27636,+380505887551,2026-04-04 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_803,INS-90555,+380509675155,2026-04-06 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_804,INS-58491,+380504247120,2026-05-19 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_805,INS-20968,+380505989552,2026-04-05 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_806,INS-22747,+380504277465,2026-05-24 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_807,INS-93065,+380504651484,2026-05-07 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_808,INS-62356,+380507953578,2026-05-18 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_809,INS-91534,+380507461607,2026-04-25 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_810,INS-45567,+380507818587,2026-04-30 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_811,INS-14830,+380505807848,2026-05-17 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_812,INS-30460,+380504448046,2026-04-18 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_813,INS-56596,+380502484911,2026-05-18 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_814,INS-76543,+380504910024,2026-04-04 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_815,INS-65087,+380502997204,2026-04-08 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_816,INS-59520,+380503134530,2026-04-08 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_817,INS-14470,+380507470416,2026-04-26 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_818,INS-45576,+380505840319,2026-04-12 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_819,INS-84889,+380504737327,2026-04-19 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_820,INS-10039,+380501732557,2026-04-26 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_821,INS-22145,+380506018444,2026-05-17 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_822,INS-25982,+380508462905,2026-04-21 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_823,INS-70040,+380509217401,2026-04-07 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_824,INS-36602,+380501759752,2026-04-01 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_825,INS-32650,+380509020583,2026-05-18 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_826,INS-12580,+380504912920,2026-04-14 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_827,INS-37459,+380507102277,2026-05-14 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_828,INS-34931,+380509873238,2026-04-23 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_829,INS-11783,+380509760055,2026-03-31 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_830,INS-35051,+380503476031,2026-05-16 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_831,INS-69827,+380501818673,2026-05-21 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_832,INS-64333,+380506556967,2026-04-20 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_833,INS-90438,+380508984549,2026-05-01 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_834,INS-51626,+380507535407,2026-05-13 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_835,INS-24237,+380509218035,2026-04-07 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_836,INS-38052,+380508791974,2026-04-14 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_837,INS-66161,+380505556514,2026-04-04 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_838,INS-96587,+380506609853,2026-04-26 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_839,INS-57344,+380507819952,2026-04-17 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_840,INS-84376,+380504091650,2026-04-13 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_841,INS-62037,+380501472943,2026-05-01 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_842,INS-23534,+380509290237,2026-04-27 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_843,INS-84726,+380507720692,2026-05-26 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_844,INS-62239,+380501912356,2026-05-20 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_845,INS-90594,+380504986163,2026-04-13 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_846,INS-63401,+380501234304,2026-05-16 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_847,INS-96412,+380501036750,2026-05-01 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_848,INS-50972,+380504631156,2026-05-02 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_849,INS-91488,+380508754804,2026-05-20 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_850,INS-96226,+380505951515,2026-04-04 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_851,INS-84664,+380506579719,2026-04-09 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_852,INS-42537,+380508874311,2026-04-07 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_853,INS-99156,+380502393354,2026-04-28 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_854,INS-85091,+380504170175,2026-05-13 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_855,INS-80235,+380504701732,2026-04-26 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_856,INS-84486,+380509435087,2026-05-11 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_857,INS-19963,+380509654402,2026-04-20 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_858,INS-84088,+380504742439,2026-04-26 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_859,INS-65423,+380505147348,2026-04-18 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_860,INS-56575,+380509241706,2026-04-04 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_861,INS-37592,+380502832111,2026-03-28 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_862,INS-89449,+380509076251,2026-05-20 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_863,INS-30087,+380504892891,2026-04-04 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_864,INS-30074,+380507946276,2026-04-09 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_865,INS-70899,+380506732122,2026-05-17 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_866,INS-34214,+380507315015,2026-04-06 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_867,INS-74034,+380506896397,2026-05-03 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_868,INS-71117,+380503061492,2026-05-11 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_869,INS-38577,+380502195665,2026-03-28 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_870,INS-16594,+380506534805,2026-05-19 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_871,INS-63887,+380507985428,2026-04-29 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_872,INS-35984,+380502892737,2026-05-01 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_873,INS-85609,+380508058008,2026-04-14 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_874,INS-64541,+380506371195,2026-03-30 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_875,INS-31108,+380505599899,2026-05-16 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_876,INS-94343,+380508040922,2026-04-15 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_877,INS-53653,+380502113426,2026-05-16 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_878,INS-84852,+380509584400,2026-04-06 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_879,INS-13573,+380501757125,2026-04-11 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_880,INS-79536,+380508440166,2026-05-06 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_881,INS-16637,+380502058315,2026-05-03 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_882,INS-74893,+380508389448,2026-04-06 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_883,INS-33693,+380509752243,2026-04-21 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_884,INS-35563,+380502272614,2026-05-26 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_885,INS-41523,+380505829889,2026-05-11 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_886,INS-73175,+380507131832,2026-05-13 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_887,INS-82538,+380504601287,2026-04-27 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_888,INS-45680,+380503284246,2026-05-18 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_889,INS-54265,+380505222011,2026-04-30 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_890,INS-91449,+380505784024,2026-04-06 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_891,INS-37952,+380506051562,2026-05-14 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_892,INS-31259,+380504356223,2026-05-03 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_893,INS-85219,+380501897282,2026-04-08 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_894,INS-61385,+380505805513,2026-05-01 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_895,INS-83907,+380506589062,2026-04-30 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_896,INS-32531,+380502681817,2026-04-06 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_897,INS-99140,+380504824068,2026-05-10 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_898,INS-65251,+380509244834,2026-03-30 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_899,INS-57186,+380506175124,2026-04-09 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_900,INS-91388,+380503159576,2026-05-11 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_901,INS-13064,+380502595345,2026-04-24 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_902,INS-32807,+380506963430,2026-04-27 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_903,INS-17292,+380503619052,2026-05-22 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_904,INS-47773,+380502328130,2026-05-04 14:12,Scheduled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_905,INS-69136,+380505630308,2026-04-17 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_906,INS-50518,+380507947884,2026-05-24 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_907,INS-46603,+380508707912,2026-03-30 14:12,Cancelled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_908,INS-74574,+380508028166,2026-03-31 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_909,INS-87567,+380508294742,2026-04-23 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_910,INS-26309,+380504862370,2026-04-06 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_911,INS-98703,+380502602888,2026-04-22 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_912,INS-75387,+380506894607,2026-05-20 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_913,INS-49433,+380506195499,2026-05-02 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_914,INS-23662,+380501522560,2026-05-11 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_915,INS-65304,+380503830143,2026-04-28 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_916,INS-40222,+380509046855,2026-05-08 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_917,INS-36358,+380504380567,2026-04-03 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_918,INS-63313,+380502373047,2026-04-21 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_919,INS-32942,+380501390938,2026-04-25 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_920,INS-20069,+380508343038,2026-05-17 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_921,INS-76893,+380501652489,2026-05-05 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_922,INS-75116,+380509869824,2026-04-13 14:12,Cancelled
Anna Petrenko,LIC-1002,Therapist,102,Patient_923,INS-87569,+380504799463,2026-05-26 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_924,INS-58281,+380506283542,2026-04-19 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_925,INS-52781,+380507962833,2026-05-12 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_926,INS-15856,+380503341743,2026-05-10 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_927,INS-38027,+380503924847,2026-05-05 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_928,INS-16825,+380508241552,2026-05-10 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_929,INS-71209,+380507235548,2026-03-29 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_930,INS-92966,+380505689781,2026-03-30 14:12,Completed
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_931,INS-36519,+380501930628,2026-04-23 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_932,INS-69752,+380508623116,2026-04-24 14:12,Completed
Anna Petrenko,LIC-1002,Therapist,102,Patient_933,INS-35814,+380509632900,2026-05-08 14:12,Cancelled
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_934,INS-82591,+380503381908,2026-05-09 14:12,Completed
Ivan Ivanov,LIC-1001,Surgeon,101,Patient_935,INS-73838,+380509090849,2026-04-07 14:12,Scheduled
Oleg Shevchenko,LIC-1003,Orthodontist,103,Patient_936,INS-26841,+380507869578,2026-04-13 14:12,Scheduled
Anna Petrenko,LIC-1002,Therapist,102,Patient_937,INS-86472,+380501330361,2026-04-04 14:12,Completed
